customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00971,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.26,4335.96,No
C00972,Male,0,No,Yes,70,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.05,2663.5,No
C00973,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,90.7,6167.6,Yes
C00974,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,98.98,2276.54,No
C00975,Male,0,No,Yes,52,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),50.76,2639.52,No
C00976,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,56.91,284.55,Yes
C00977,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),118.64,6999.76,No
C00978,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,34.78,69.56,Yes
C00979,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.08,2421.12,No
C00980,Female,0,No,No,61,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.92,1520.12,No
C00981,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,80.19,4651.02,No
C00982,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.91,2699.32,No
C00983,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.06,25.06,No
C00984,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,102.16,2145.36,Yes
C00985,Female,1,No,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.08,488.64,Yes
C00986,Male,0,No,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.69,281.97,No
C00987,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.6,537.6,Yes
C00988,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,36.47,547.05,No
C00989,Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.34,711.9,No
C00990,Male,0,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),30.63,704.49,Yes
C00991,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.48,1349.6,No
C00992,Female,0,Yes,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.24,124.96,No
C00993,Female,0,No,No,44,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.33,982.52,No
C00994,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.38,1938.3,No
C00995,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,115.81,3705.92,Yes
C00996,Female,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),112.95,1920.15,No
C00997,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),78.92,2841.12,No
C00998,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,88.94,6047.92,Yes
C00999,Male,1,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,79.34,317.36,Yes
C01000,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.7,1757.7,No
